url;price;currencyId;categoryId;picture;name;category1;category2;category3;category4;category5;category6;category7;Бренд;Холодопроизводительность (кВт);Теплопроизводительность (кВт);Тип Кондиционера;Артикул;Тип Блока;Тип Хладоагента;Инверторное управление;Класс Энергоэфективности: Охлаждение;Класс Энергоэфективности: Обогрев;Потребляемая мощность: Охлаждение (кВт);Потребляемая мощность: Обогрев (кВт);Рабочий Ток: Охлаждение (А);Рабочий Ток: Обогрев (А);Размер НЕТТО: Высота (мм);Размер НЕТТО: Ширина (мм);Размер НЕТТО: Глубина (мм);Вес НЕТТО (кг);Рабочий уровень шума (дБ);Источник питания;Размер соед. Труб: фаза - Жидкость;Размер соед. Труб: фаза - Газ;Допустимая уличная Температура: Охлаждение (°С);Допустимая уличная Температура: Обогрев (°С);Максимальная длина трассы (м);Максимальный перепад высот (м);Тип вн. Блока;Маркетинговые баллы;Наличие Пульта Управления
"http://b2b.optim-m.ru/catalog/aksessuary_k_boyleram_roda/ten_9_kvt_verkhniy_ihw_800_1000_6_4_380v_l780/";"0";"RUR";"644";"";"ТЭН 9 кВт,верхний  IHW 800-1000, 6/4,380В, L780";"Отопление и Водоснабжение";"Водонагреватели";"Аксессуары к бойлерам RODA";"";"";"";"";"";"";"";"";"000008288";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/aksessuary_k_boyleram_roda/ten_9_kvt_nizhniy_ihw_800_1000_flantsevyy_380v/";"0";"RUR";"644";"http://pt.loc/image/providers/optim/picture/ca2/ca21af573c6d72afb0814f904a807cf7.jpeg";"ТЭН 9 кВт,нижний IHW 800-1000 фланцевый, 380В";"Отопление и Водоснабжение";"Водонагреватели";"Аксессуары к бойлерам RODA";"";"";"";"";"";"";"";"";"000008292";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/aksessuary_k_boyleram_roda/ten_dlya_ilw_b_2_kvt_220b/";"0";"RUR";"644";"http://pt.loc/image/providers/optim/picture/058/0581e999c209ce23594feef28500bbcc.jpeg";"ТЭН для ILW B, 2 кВт, 220B";"Отопление и Водоснабжение";"Водонагреватели";"Аксессуары к бойлерам RODA";"";"";"";"";"";"";"";"";"000008284";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/aksessuary_k_boyleram_roda/ten_dlya_ilw_w_2_4_kvt_220b/";"0";"RUR";"644";"http://pt.loc/image/providers/optim/picture/d6c/d6c8b0cf163a74254c8fa481731ba1d1.jpeg";"ТЭН для ILW W, 2.4 кВт, 220B";"Отопление и Водоснабжение";"Водонагреватели";"Аксессуары к бойлерам RODA";"";"";"";"";"RODA";"";"";"";"000008880";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/aksessuary_k_boyleram_roda/ten_dlya_boylera_ihw_800_1000_moshchnost_9_kvt_verkhniy_6_4_380v_l780/";"0";"RUR";"644";"";"ТЭН для бойлера IHW 800-1000, мощность 9 кВт, верхний, 6/4,380В, L780";"Отопление и Водоснабжение";"Водонагреватели";"Аксессуары к бойлерам RODA";"";"";"";"";"";"";"";"";"000017367";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a1_atmo_gazovaya_kolonka/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/716/716d080c1b23aa290c8c611f1be23a7a.jpeg,http://pt.loc/image/providers/optim/picture/690/690ac80b22d63030f78f7c299b57e892.jpeg";"JSD20-A1 (Atmo) Газовая колонка";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000004353";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a2_atmo_gazovaya_kolonka_flue/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/b81/b81a2d164d3104bee1d1a12ae79810fc.jpeg,http://pt.loc/image/providers/optim/picture/729/7293e36773c176995b8af02e3b3daf11.jpeg";"JSD20-A2 (Atmo) Газовая колонка Flue";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010053";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a3_atmo_gazovaya_kolonka_flower/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/59a/59a199fd0db3b076ebb6e61021a418a6.jpeg,http://pt.loc/image/providers/optim/picture/178/1781a373e662fe6b87829df94126388f.jpeg,http://pt.loc/image/providers/optim/picture/4a7/4a7d0222ac370753259002d7dee28ffa.jpeg";"JSD20-A3 (Atmo) Газовая колонка Flower";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010054";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a4_atmo_gazovaya_kolonka_mountain_streams/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/f03/f0341fb494fcc2fa43cb134a1cdc2298.jpeg";"JSD20-A4 (Atmo) Газовая колонка Mountain Streams";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010055";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a5_atmo_gazovaya_kolonka_snow_mountain/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/f59/f59b12527c91fc1a4b0b779cc9a84d17.jpeg";"JSD20-A5 (Atmo) Газовая колонка Snow Mountain";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010056";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_a6_atmo_gazovaya_kolonka_silver/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/9ca/9ca46a5b5416c677a649c844eab0932e.jpeg,http://pt.loc/image/providers/optim/picture/17b/17b1249281762dd3fc3d800fb543ead1.jpeg";"JSD20-A6 (Atmo) Газовая колонка Silver";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010057";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_b1_atmo_gazovaya_kolonka/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/9cd/9cd639cda3af08db5f11e653671779a7.jpeg";"JSD20-B1 (Atmo) Газовая колонка";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000010573";"";"";"";"";"";"";"";"";"";"590";"340";"140";"8.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_t1_turbirovannaya_gazovaya_kolonka/";"0";"RUR";"662";"http://pt.loc/image/providers/optim/picture/312/312f6eee180a9b99d8bb708fae29feb9.jpeg,http://pt.loc/image/providers/optim/picture/da2/da24f5a4d51fa06db898222f9d6d666e.jpeg,http://pt.loc/image/providers/optim/picture/4c7/4c77f447b245c58338cde3e776f7920c.jpeg";"JSD20-T1 Турбированная газовая колонка";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000007016";"";"";"";"";"";"";"";"";"";"515";"330";"140";"12.5";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/gazovye_protochnye_vodonagrevateli_roda/jsd20_t1_turbirovannaya_gazovaya_kolonka_bez_bloka_rozzhiga/";"0";"RUR";"662";"";"JSD20-T1 Турбированная газовая колонка Без блока розжига";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"";"";"";"";"000019077";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/elektricheskie_vodonagrevateli_roda/roda_aqua_inox_100v_elektricheskiy_nakopitelnyy_vodonagrevatel/";"0";"RUR";"959";"http://pt.loc/image/providers/optim/picture/94d/94d1115ef2ce5d6c46b35ae4d841ba2f.jpeg";"RODA Aqua Inox 100V Электрический накопительный водонагреватель";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000017084";"";"";"";"";"";"";"";"";"";"1210";"493";"290";"12.2";"";"Однофазный (220В, 50Hz)";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/elektricheskie_vodonagrevateli_roda/roda_aqua_inox_30v_elektricheskiy_nakopitelnyy_vodonagrevatel/";"0";"RUR";"959";"http://pt.loc/image/providers/optim/picture/b01/b016a42795685e95b8ddf1ef36b97229.jpeg";"RODA Aqua Inox 30V Электрический накопительный водонагреватель";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000017087";"";"";"";"";"";"";"";"";"";"546";"433";"255";"9";"";"Однофазный (220В, 50Hz)";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/elektricheskie_vodonagrevateli_roda/roda_aqua_inox_50v_elektricheskiy_nakopitelnyy_vodonagrevatel/";"0";"RUR";"959";"http://pt.loc/image/providers/optim/picture/821/8213d18c7f39b79c9ff9ebc4c22cfedb.jpeg";"RODA Aqua Inox 50V Электрический накопительный водонагреватель";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000017086";"";"";"";"";"";"";"";"";"";"860";"433";"255";"12.2";"";"Однофазный (220В, 50Hz)";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/elektricheskie_vodonagrevateli_roda/roda_aqua_inox_80v_elektricheskiy_nakopitelnyy_vodonagrevatel/";"0";"RUR";"959";"http://pt.loc/image/providers/optim/picture/8d4/8d4034aec1dfba62fa7045ba5e9bd958.jpeg";"RODA Aqua Inox 80V Электрический накопительный водонагреватель";"Отопление и Водоснабжение";"Водонагреватели";"Водонагреватели";"";"";"";"";"RODA";"";"";"";"000017085";"";"";"";"";"";"";"";"";"";"990";"493";"290";"17.3";"";"Однофазный (220В, 50Hz)";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_005b_radiator_alyuminievyy_500_80_10_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/8aa/8aab789fb4784ed8228c1b843245bc6e.jpeg";"NSR-005B – радиатор алюминиевый 500/80 (10 секций)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"";"";"";"";"000004349";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_30_radiator_alyuminievyy_580_80_96_al50012_12_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/ae0/ae086db368cf24d1117b1649d964e3a6.jpeg";"NSR-30 Радиатор алюминиевый (580*80*96, AL50012) - 12 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008467";"";"";"";"";"";"";"";"";"";"580";"960";"96";"14.04";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_580_80_80_al50006_6_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/10f/10fbacf724033d0a8c46cd0b54c573fe.jpeg";"NSR-37 Радиатор алюминиевый (580*80*80, AL50006) - 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008470";"";"";"";"";"";"";"";"";"";"580";"480";"80";"6.12";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_10_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/6fb/6fb8b1c8868f81187ce3e4e53a71a1d7.jpeg";"NSR-37–радиатор алюминиевый (10 секций)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000006966";"";"";"";"";"";"";"";"";"";"580";"800";"80";"10.2";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_12_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/882/882c51eaddf967fd2667fb83f7522979.jpeg";"NSR-37–радиатор алюминиевый (12 секций)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000006967";"";"";"";"";"";"";"";"";"";"580";"960";"80";"12.24";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_4_sektsii/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/d92/d92a75dbb78afe7fafc51c7b4f9f0940.jpeg";"NSR-37–радиатор алюминиевый (4 секции)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000006963";"";"";"";"";"";"";"";"";"";"580";"320";"80";"4.08";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_6_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/248/248df638b48216c9bbe5f9f6d5ee984a.jpeg";"NSR-37–радиатор алюминиевый (6 секций)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000006964";"";"";"";"";"";"";"";"";"";"580";"480";"80";"6.12";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_37_radiator_alyuminievyy_8_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/8b2/8b226f579b887e999ed709fc4de10a4e.jpeg";"NSR-37–радиатор алюминиевый (8 секций)";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000006965";"";"";"";"";"";"";"";"";"";"580";"640";"80";"8.16";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_42_radiator_alyuminievyy_200_78_90_al20010_10_sektsiy/";"0";"RUR";"593";"";"NSR-42 Радиатор алюминиевый (200*78*90, AL20010) - 10 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"";"";"";"";"000008459";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_54_radiator_alyuminievyy_500_78_76_al50006_6_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/a78/a7868565040bb43f6ccfd0c3e6f6091f.jpeg";"NSR-54 Радиатор алюминиевый (500*78*76, AL50006) - 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008460";"";"";"";"";"";"";"";"";"";"580";"468";"76";"5.28";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_54_radiator_alyuminievyy_500_78_76_al50010_10_sektsiy/";"0";"RUR";"593";"";"NSR-54 Радиатор алюминиевый (500*78*76, AL50010) - 10 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"";"";"";"";"000008469";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_54_radiator_alyuminievyy_580_76_76_al50006_6_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/8be/8beb1bb99d1c0e784a95439cf3b4d51e.jpeg";"NSR-54 Радиатор алюминиевый (580*76*76, AL50006) - 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000010369";"";"";"";"";"";"";"";"";"";"580";"468";"76";"5.28";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_54_radiator_alyuminievyy_580_78_76_al50008_8_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/869/869f04b67fdfe743bea3b10dd95275a4.jpeg";"NSR-54 Радиатор алюминиевый (580*78*76, AL50008) - 8 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008461";"";"";"";"";"";"";"";"";"";"580";"624";"76";"7.04";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_57_radiator_alyuminievyy_580_68_68_al50006_6_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/5d2/5d28c1f2f7dbd8f94528fd8b1202543e.jpeg";"NSR-57  Радиатор алюминиевый (580*68*68, AL50006) - 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008463";"";"";"";"";"";"";"";"";"";"580";"408";"68";"4.68";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_nsr/nsr_57_radiator_alyuminievyy_580_68_68_al50010_10_sektsiy/";"0";"RUR";"593";"http://pt.loc/image/providers/optim/picture/dd3/dd341641663f3ffce590635c35c599ea.jpeg";"NSR-57 Радиатор алюминиевый (580*68*68, AL50010) - 10 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA NSR";"";"";"";"RODA";"";"";"";"000008484";"";"";"";"";"";"";"";"";"";"580";"680";"68";"7.8";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_30_al50004_radiator_alyuminievyy_580_80_96_4_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/005/005c207886899b8aa17909ce29fbeaf7.jpeg,http://pt.loc/image/providers/optim/picture/6f8/6f8493143887854d78be746077db0988.jpeg,http://pt.loc/image/providers/optim/picture/018/018ed3fc6929b2d29eb71105b909bce1.jpeg";"GSR-30 AL50004 Радиатор алюминиевый  (580*80*96) 4 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008735";"";"";"";"";"";"";"";"";"";"580";"320";"96";"4.8";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_30_al50006_radiator_alyuminievyy_580_80_96_6_sektsiy/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/4b1/4b15cb89d482f951898e118890521043.jpeg,http://pt.loc/image/providers/optim/picture/bb9/bb95f3a3bae2852be1329ac776f9dfd5.jpeg";"GSR-30 AL50006 Радиатор алюминиевый  (580*80*96) 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008736";"";"";"";"";"";"";"";"";"";"580";"480";"96";"7.2";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_30_al50008_radiator_alyuminievyy_580_80_96_8_sektsiy/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/40f/40f0caa6456c536d2857eca7f1d402bc.jpeg,http://pt.loc/image/providers/optim/picture/0cd/0cd8a94c4eae7aa229d823fa7737886a.jpeg";"GSR-30 AL50008 Радиатор алюминиевый  (580*80*96) 8 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008737";"";"";"";"";"";"";"";"";"";"580";"640";"96";"9.6";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_30_al50010_radiator_alyuminievyy_580_80_96_10_sektsiy/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/a5e/a5ef55ab20cb2e5a8a634a7a141614cc.jpeg,http://pt.loc/image/providers/optim/picture/43b/43bfbb5e60503d8f57ca20aaa1e5c0d5.jpeg";"GSR-30 AL50010 Радиатор алюминиевый  (580*80*96) 10 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008738";"";"";"";"";"";"";"";"";"";"580";"800";"69";"12";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_30_al50012_radiator_alyuminievyy_580_80_96_12_sektsiy/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/d95/d95194a421ec42c3904cc111148b6eda.jpeg,http://pt.loc/image/providers/optim/picture/758/7581cab6d3773773fcd34833d488cd9b.jpeg";"GSR-30 AL50012 Радиатор алюминиевый  (580*80*96) 12 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008739";"";"";"";"";"";"";"";"";"";"580";"960";"96";"14.4";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_31_al50004_radiator_alyuminievyy_580_80_96_4_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/8bb/8bba64cfcdf700d7a66a376cfbe9f96a.jpeg";"GSR-31 AL50004 Радиатор алюминиевый  (580*80*96) 4 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008750";"";"";"";"";"";"";"";"";"";"580";"320";"96";"3.92";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_31_al50006_radiator_alyuminievyy_580_80_96_6_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/1f6/1f69caf820ed618ef0efaaa7b1fb5182.jpeg";"GSR-31 AL50006 Радиатор алюминиевый  (580*80*96) 6 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008751";"";"";"";"";"";"";"";"";"";"580";"480";"96";"5.88";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_31_al50008_radiator_alyuminievyy_580_80_96_8_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/278/278c2eb5781eaad1286c3941882d33d7.jpeg";"GSR-31 AL50008 Радиатор алюминиевый  (580*80*96) 8 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008752";"";"";"";"";"";"";"";"";"";"580";"640";"96";"7.84";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_31_al50010_radiator_alyuminievyy_580_80_96_10_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/f0c/f0c594e330f1df1965293dad52da3a40.jpeg";"GSR-31 AL50010 Радиатор алюминиевый  (580*80*96) 10 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008753";"";"";"";"";"";"";"";"";"";"580";"800";"96";"9.8";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_31_al50012_radiator_alyuminievyy_580_80_96_12_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/661/6618f1b3197a233a34b0213a3e4e8557.jpeg";"GSR-31 AL50012 Радиатор алюминиевый  (580*80*96) 12 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000008754";"";"";"";"";"";"";"";"";"";"580";"960";"96";"11.76";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_33_al50004_radiator_alyuminievyy_580_80_80_4_sektsii/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/530/530b82e80bfd14ecf8b2e219f444b37d.jpeg,http://pt.loc/image/providers/optim/picture/33a/33a8971ed5b0ea1ea01982de35b4582b.jpeg";"GSR-33 AL50004 Радиатор алюминиевый  (580*80*80) 4 секции";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000009158";"";"";"";"";"";"";"";"";"";"580";"320";"80";"3.88";"";"";"";"";"";"";"";"";"";"50";""
"http://b2b.optim-m.ru/catalog/alyuminievye_radiatory_roda_gsr/gsr_33_al50006_radiator_alyuminievyy_580_80_80_6_sektsiy/";"0";"RUR";"594";"http://pt.loc/image/providers/optim/picture/925/92543b550db4d88dbc7f14894fabe008.jpeg";"GSR-33 AL50006 Радиатор алюминиевый  (580*80*80) 6 секций";"Отопление и Водоснабжение";"Приборы отопления";"Радиаторы";"Алюминиевые радиаторы RODA GSR";"";"";"";"RODA";"";"";"";"000009157";"";"";"";"";"";"";"";"";"";"580";"480";"80";"5.82";"";"";"";"";"";"";"";"";"";"50";""
